Retailer,Retailer ID,Invoice Date,Region,State,City,Product, Price per Unit,Units Sold, Total Sales, Operating Profit,Operating Margin,Sales Method
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Women's Apparel,  40 ,550,  220.000 ,  55.000 ,"0,25",In-store
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,  50 ,820,  410.000 ,  205.000 ,"0,5",In-store
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,  45 ,525,  236.250 ,  70.875 ,"0,3",In-store
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,  40 ,500,  200.000 ,  70.000 ,"0,35",In-store
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,  40 ,450,  180.000 ,  63.000 ,"0,35",In-store
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Men's Apparel,  50 ,475,  237.500 ,  71.250 ,"0,3",In-store
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Women's Apparel,  55 ,600,  330.000 ,  82.500 ,"0,25",In-store
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Men's Street Footwear,  50 ,850,  425.000 ,  212.500 ,"0,5",In-store
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,  45 ,600,  270.000 ,  81.000 ,"0,3",In-store
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Women's Street Footwear,  40 ,525,  210.000 ,  73.500 ,"0,35",In-store
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,  40 ,500,  200.000 ,  70.000 ,"0,35",In-store
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Men's Apparel,  50 ,500,  250.000 ,  75.000 ,"0,3",In-store
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Women's Apparel,  55 ,650,  357.500 ,  89.375 ,"0,25",In-store
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,  50 ,875,  437.500 ,  218.750 ,"0,5",In-store
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,  45 ,625,  281.250 ,  84.375 ,"0,3",In-store
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,  40 ,550,  220.000 ,  77.000 ,"0,35",In-store
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,  40 ,500,  200.000 ,  70.000 ,"0,35",In-store
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Men's Apparel,  50 ,525,  262.500 ,  78.750 ,"0,3",In-store
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Apparel,  55 ,700,  385.000 ,  96.250 ,"0,25",In-store
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,  50 ,850,  425.000 ,  212.500 ,"0,5",In-store
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,  45 ,625,  281.250 ,  84.375 ,"0,3",In-store
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,  40 ,550,  220.000 ,  77.000 ,"0,35",In-store
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,  40 ,525,  210.000 ,  73.500 ,"0,35",In-store
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Men's Apparel,  50 ,500,  250.000 ,  75.000 ,"0,3",In-store
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Apparel,  55 ,675,  371.250 ,  92.813 ,"0,25",In-store
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,  50 ,800,  400.000 ,  200.000 ,"0,5",In-store
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,  45 ,600,  270.000 ,  81.000 ,"0,3",In-store
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,  40 ,525,  210.000 ,  73.500 ,"0,35",In-store
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,  40 ,500,  200.000 ,  70.000 ,"0,35",In-store
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Men's Apparel,  50 ,500,  250.000 ,  75.000 ,"0,3",In-store
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Women's Apparel,  55 ,600,  330.000 ,  82.500 ,"0,25",In-store
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Street Footwear,  55 ,775,  426.250 ,  213.125 ,"0,5",In-store
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,  45 ,600,  270.000 ,  81.000 ,"0,3",In-store
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Women's Street Footwear,  45 ,500,  225.000 ,  78.750 ,"0,35",In-store
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,  45 ,475,  213.750 ,  74.813 ,"0,35",In-store
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Apparel,  55 ,475,  261.250 ,  78.375 ,"0,3",In-store
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Women's Apparel,  60 ,600,  360.000 ,  90.000 ,"0,25",In-store
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,  55 ,750,  412.500 ,  206.250 ,"0,5",In-store
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,  45 ,575,  258.750 ,  77.625 ,"0,3",In-store
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,  45 ,520,  234.000 ,  81.900 ,"0,35",In-store
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,  45 ,500,  225.000 ,  78.750 ,"0,35",In-store
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Apparel,  55 ,475,  261.250 ,  78.375 ,"0,3",In-store
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Apparel,  60 ,575,  345.000 ,  86.250 ,"0,25",In-store
Kohl's,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,  55 ,800,  440.000 ,  220.000 ,"0,5",In-store
Kohl's,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,  45 ,600,  270.000 ,  81.000 ,"0,3",In-store
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,  45 ,550,  247.500 ,  86.625 ,"0,35",In-store
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,  45 ,500,  225.000 ,  78.750 ,"0,35",In-store
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Apparel,  55 ,500,  275.000 ,  82.500 ,"0,3",In-store
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Women's Apparel,  60 ,600,  360.000 ,  90.000 ,"0,25",In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Street Footwear,  30 ,350,  105.000 ,  36.750 ,"0,35",In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Street Footwear,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,  40 ,200,  80.000 ,  28.000 ,"0,35",In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Apparel,  45 ,150,  67.500 ,  27.000 ,"0,4",In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Apparel,  40 ,400,  160.000 ,  48.000 ,"0,3",In-store
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Men's Street Footwear,  30 ,450,  135.000 ,  47.250 ,"0,35",In-store
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Women's Street Footwear,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  40 ,200,  80.000 ,  28.000 ,"0,35",In-store
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Men's Apparel,  45 ,125,  56.250 ,  22.500 ,"0,4",In-store
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Apparel,  40 ,325,  130.000 ,  39.000 ,"0,3",In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  40 ,475,  190.000 ,  66.500 ,"0,35",In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  50 ,325,  162.500 ,  56.875 ,"0,35",In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  55 ,350,  192.500 ,  67.375 ,"0,35",In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  50 ,250,  125.000 ,  43.750 ,"0,35",In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Apparel,  55 ,100,  55.000 ,  22.000 ,"0,4",In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Apparel,  50 ,300,  150.000 ,  45.000 ,"0,3",In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  55 ,475,  261.250 ,  91.438 ,"0,35",In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  60 ,275,  165.000 ,  57.750 ,"0,35",In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  60 ,325,  195.000 ,  68.250 ,"0,35",In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  45 ,225,  101.250 ,  35.438 ,"0,35",In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Apparel,  50 ,125,  62.500 ,  25.000 ,"0,4",In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Apparel,  65 ,300,  195.000 ,  58.500 ,"0,3",In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  50 ,500,  250.000 ,  87.500 ,"0,35",In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  55 ,350,  192.500 ,  67.375 ,"0,35",In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  55 ,350,  192.500 ,  67.375 ,"0,35",In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  50 ,275,  137.500 ,  48.125 ,"0,35",In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Apparel,  45 ,175,  78.750 ,  31.500 ,"0,4",In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Apparel,  60 ,525,  315.000 ,  94.500 ,"0,3",In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  55 ,775,  426.250 ,  149.188 ,"0,35",In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  65 ,650,  422.500 ,  147.875 ,"0,35",In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  80 ,650,  520.000 ,  182.000 ,"0,35",In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  80 ,525,  420.000 ,  147.000 ,"0,35",In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Apparel,  90 ,400,  360.000 ,  144.000 ,"0,4",In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Apparel,  105 ,700,  735.000 ,  220.500 ,"0,3",In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  85 ,850,  722.500 ,  252.875 ,"0,35",In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  90 ,700,  630.000 ,  220.500 ,"0,35",In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  90 ,650,  585.000 ,  204.750 ,"0,35",In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  85 ,550,  467.500 ,  163.625 ,"0,35",In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Apparel,  90 ,600,  540.000 ,  216.000 ,"0,4",In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Apparel,  105 ,600,  630.000 ,  189.000 ,"0,3",In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  90 ,800,  720.000 ,  252.000 ,"0,35",In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  80 ,775,  620.000 ,  217.000 ,"0,35",In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  70 ,650,  455.000 ,  159.250 ,"0,35",In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  70 ,425,  297.500 ,  104.125 ,"0,35",In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Apparel,  70 ,425,  297.500 ,  119.000 ,"0,4",In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Apparel,  75 ,250,  187.500 ,  56.250 ,"0,3",In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  50 ,450,  225.000 ,  78.750 ,"0,35",In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  55 ,450,  247.500 ,  86.625 ,"0,35",In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  50 ,250,  125.000 ,  43.750 ,"0,35",In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  50 ,200,  100.000 ,  35.000 ,"0,35",In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Apparel,  60 ,225,  135.000 ,  54.000 ,"0,4",In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Apparel,  45 ,250,  112.500 ,  33.750 ,"0,3",In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  55 ,525,  288.750 ,  101.063 ,"0,35",In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  50 ,350,  175.000 ,  61.250 ,"0,35",In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  45 ,325,  146.250 ,  51.188 ,"0,35",In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Apparel,  55 ,300,  165.000 ,  66.000 ,"0,4",In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Apparel,  60 ,350,  210.000 ,  63.000 ,"0,3",In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  45 ,575,  258.750 ,  90.563 ,"0,35",In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  50 ,650,  325.000 ,  113.750 ,"0,35",In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  45 ,475,  213.750 ,  74.813 ,"0,35",In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  55 ,450,  247.500 ,  86.625 ,"0,35",In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Apparel,  75 ,425,  318.750 ,  127.500 ,"0,4",In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Apparel,  80 ,550,  440.000 ,  132.000 ,"0,3",In-store
Foot Locker,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  65 ,750,  487.500 ,  170.625 ,"0,35",In-store
Foot Locker,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  75 ,750,  562.500 ,  196.875 ,"0,35",In-store
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  70 ,550,  385.000 ,  134.750 ,"0,35",In-store
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  70 ,550,  385.000 ,  134.750 ,"0,35",In-store
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Apparel,  80 ,475,  380.000 ,  152.000 ,"0,4",In-store
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Apparel,  85 ,575,  488.750 ,  146.625 ,"0,3",In-store
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  35 ,750,  262.500 ,  131.250 ,"0,5",In-store
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  35 ,550,  192.500 ,  77.000 ,"0,4",In-store
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  25 ,550,  137.500 ,  41.250 ,"0,3",In-store
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,  30 ,400,  120.000 ,  42.000 ,"0,35",In-store
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Apparel,  45 ,450,  202.500 ,  81.000 ,"0,4",In-store
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Apparel,  35 ,550,  192.500 ,  105.875 ,"0,55",In-store
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Street Footwear,  35 ,800,  280.000 ,  140.000 ,"0,5",In-store
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,  35 ,450,  157.500 ,  63.000 ,"0,4",In-store
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Women's Street Footwear,  25 ,500,  125.000 ,  37.500 ,"0,3",In-store
Sports Direct,1185732,2/17/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  30 ,375,  112.500 ,  39.375 ,"0,35",In-store
Sports Direct,1185732,2/17/2021,Midwest,Michigan,Detroit,Men's Apparel,  45 ,450,  202.500 ,  81.000 ,"0,4",In-store
Sports Direct,1185732,2/17/2021,Midwest,Michigan,Detroit,Women's Apparel,  35 ,550,  192.500 ,  105.875 ,"0,55",In-store
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  35 ,770,  269.500 ,  134.750 ,"0,5",In-store
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  35 ,450,  157.500 ,  63.000 ,"0,4",In-store
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  25 ,475,  118.750 ,  35.625 ,"0,3",In-store
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  30 ,325,  97.500 ,  34.125 ,"0,35",In-store
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Men's Apparel,  45 ,375,  168.750 ,  67.500 ,"0,4",In-store
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Women's Apparel,  35 ,475,  166.250 ,  91.438 ,"0,55",In-store
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  35 ,725,  253.750 ,  126.875 ,"0,5",In-store
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  40 ,425,  170.000 ,  68.000 ,"0,4",In-store
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  30 ,450,  135.000 ,  40.500 ,"0,3",In-store
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  35 ,375,  131.250 ,  45.938 ,"0,35",In-store
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Men's Apparel,  50 ,400,  200.000 ,  80.000 ,"0,4",In-store
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Women's Apparel,  40 ,525,  210.000 ,  115.500 ,"0,55",In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  50 ,795,  397.500 ,  198.750 ,"0,5",In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  50 ,500,  250.000 ,  100.000 ,"0,4",In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  45 ,475,  213.750 ,  64.125 ,"0,3",In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  45 ,450,  202.500 ,  70.875 ,"0,35",In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Men's Apparel,  55 ,475,  261.250 ,  104.500 ,"0,4",In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Women's Apparel,  60 ,575,  345.000 ,  189.750 ,"0,55",In-store
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  55 ,825,  453.750 ,  226.875 ,"0,5",In-store
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  50 ,575,  287.500 ,  115.000 ,"0,4",In-store
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  45 ,550,  247.500 ,  74.250 ,"0,3",In-store
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  45 ,525,  236.250 ,  82.688 ,"0,35",In-store
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Men's Apparel,  60 ,525,  315.000 ,  126.000 ,"0,4",In-store
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Women's Apparel,  65 ,675,  438.750 ,  241.313 ,"0,55",In-store
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  60 ,900,  540.000 ,  270.000 ,"0,5",In-store
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  55 ,650,  357.500 ,  143.000 ,"0,4",In-store
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  50 ,575,  287.500 ,  86.250 ,"0,3",In-store
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  50 ,525,  262.500 ,  91.875 ,"0,35",In-store
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Men's Apparel,  60 ,550,  330.000 ,  132.000 ,"0,4",In-store
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Women's Apparel,  65 ,725,  471.250 ,  259.188 ,"0,55",In-store
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  60 ,875,  525.000 ,  262.500 ,"0,5",In-store
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  55 ,650,  357.500 ,  143.000 ,"0,4",In-store
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  45 ,575,  258.750 ,  77.625 ,"0,3",In-store
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  35 ,525,  183.750 ,  64.313 ,"0,35",In-store
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Apparel,  45 ,500,  225.000 ,  90.000 ,"0,4",In-store
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Apparel,  50 ,675,  337.500 ,  185.625 ,"0,55",In-store
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  45 ,800,  360.000 ,  180.000 ,"0,5",In-store
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  40 ,600,  240.000 ,  96.000 ,"0,4",In-store
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  35 ,500,  175.000 ,  52.500 ,"0,3",In-store
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  35 ,475,  166.250 ,  58.188 ,"0,35",In-store
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Men's Apparel,  45 ,475,  213.750 ,  85.500 ,"0,4",In-store
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Women's Apparel,  50 ,575,  287.500 ,  158.125 ,"0,55",In-store
Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  50 ,750,  375.000 ,  187.500 ,"0,5",In-store
Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  40 ,575,  230.000 ,  92.000 ,"0,4",In-store
Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  40 ,425,  170.000 ,  51.000 ,"0,3",In-store
Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  40 ,400,  160.000 ,  56.000 ,"0,35",In-store
Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Men's Apparel,  50 ,400,  200.000 ,  80.000 ,"0,4",In-store
Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Women's Apparel,  55 ,525,  288.750 ,  158.813 ,"0,55",In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  50 ,675,  337.500 ,  168.750 ,"0,5",In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  45 ,500,  225.000 ,  90.000 ,"0,4",In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  45 ,445,  200.250 ,  60.075 ,"0,3",In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  45 ,475,  213.750 ,  74.813 ,"0,35",In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Apparel,  60 ,450,  270.000 ,  108.000 ,"0,4",In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Women's Apparel,  65 ,625,  406.250 ,  223.438 ,"0,55",In-store
Sports Direct,1185732,12/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  60 ,850,  510.000 ,  255.000 ,"0,5",In-store
Sports Direct,1185732,12/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  50 ,650,  325.000 ,  130.000 ,"0,4",In-store
Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  50 ,600,  300.000 ,  90.000 ,"0,3",In-store
Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  50 ,550,  275.000 ,  96.250 ,"0,35",In-store
