Product,Year,Month,Retailer,SalesMethod,UnitsSold,Revenue,OperatingProfit
Men's Athletic Footwear,2021,4,West Gear,Online,1746,2051.471,2289.193
Men's Athletic Footwear,2021,4,West Gear,Outlet,600,15.441,1380.94
Men's Athletic Footwear,2021,5,Amazon,In-store,575,331.25,140.063
Men's Athletic Footwear,2021,5,Amazon,Online,1167,348.096,125.297
Men's Athletic Footwear,2021,5,Amazon,Outlet,462,172.574,61.316
Men's Athletic Footwear,2021,5,Foot Locker,In-store,1350,612.5,214.376
Men's Athletic Footwear,2021,5,Foot Locker,Online,2826,907.647,2778.249
Men's Athletic Footwear,2021,5,Foot Locker,Outlet,1214,363.262,1439.9589999999998
Men's Athletic Footwear,2021,5,Kohl's,In-store,750,337.5,106.313
Men's Athletic Footwear,2021,5,Kohl's,Online,2266,442.674,171.478
Men's Athletic Footwear,2021,5,Kohl's,Outlet,5705,2385.662,599.82
Men's Athletic Footwear,2021,5,Sports Direct,In-store,1150,565.0,207.0
Men's Athletic Footwear,2021,5,Sports Direct,Online,2250,563.587,1190.318
Men's Athletic Footwear,2021,5,Sports Direct,Outlet,3002,872.764,1224.386
Men's Athletic Footwear,2021,5,Walmart,Online,616,161.974,57.719
Men's Athletic Footwear,2021,5,Walmart,Outlet,673,285.57,72.12700000000001
Men's Athletic Footwear,2021,5,West Gear,In-store,2625,1200.0,441.001
Men's Athletic Footwear,2021,5,West Gear,Online,2032,377.637,1999.719
Men's Athletic Footwear,2021,5,West Gear,Outlet,705,19.991,8.259
Men's Athletic Footwear,2021,6,Amazon,In-store,825,475.0,201.0
Men's Athletic Footwear,2021,6,Amazon,Online,1391,371.145,134.381
Men's Athletic Footwear,2021,6,Amazon,Outlet,660,250.88,89.272
Men's Athletic Footwear,2021,6,Foot Locker,In-store,1975,945.0,330.75
Men's Athletic Footwear,2021,6,Foot Locker,Online,3762,1777.439,3493.348
Men's Athletic Footwear,2021,6,Foot Locker,Outlet,3060,1252.189,372.215
Men's Athletic Footwear,2021,6,Kohl's,In-store,950,427.5,136.125
Men's Athletic Footwear,2021,6,Kohl's,Online,1396,466.75,182.599
Men's Athletic Footwear,2021,6,Kohl's,Outlet,187,8.789,3.779
Men's Athletic Footwear,2021,6,Sports Direct,In-store,1525,725.0,265.0
Men's Athletic Footwear,2021,6,Sports Direct,Online,1974,638.024,1135.651
Men's Athletic Footwear,2021,6,Sports Direct,Outlet,401,15.499,6.468999999999999
Men's Athletic Footwear,2021,6,Walmart,In-store,700,490.0,122.5
Men's Athletic Footwear,2021,6,Walmart,Online,734,165.134,58.272000000000006
Men's Athletic Footwear,2021,6,Walmart,Outlet,373,15.597,4.896
Men's Athletic Footwear,2021,6,West Gear,In-store,2975,1352.5,487.563
Men's Athletic Footwear,2021,6,West Gear,Online,3120,1048.234,400.1
Men's Athletic Footwear,2021,6,West Gear,Outlet,944,36.47,964.41
Men's Athletic Footwear,2021,7,Amazon,In-store,425,233.75,105.188
Men's Athletic Footwear,2021,7,Amazon,Online,1647,582.219,208.77
Men's Athletic Footwear,2021,7,Amazon,Outlet,1169,538.093,203.376
Men's Athletic Footwear,2021,7,Foot Locker,In-store,2250,1298.75,454.563
Men's Athletic Footwear,2021,7,Foot Locker,Online,3763,1068.3,2335.435
Men's Athletic Footwear,2021,7,Foot Locker,Outlet,3876,1749.858,530.77
Men's Athletic Footwear,2021,7,Kohl's,In-store,1000,450.0,143.438
Men's Athletic Footwear,2021,7,Kohl's,Online,1585,599.699,231.876
Men's Athletic Footwear,2021,7,Kohl's,Outlet,210,9.45,4.064
Men's Athletic Footwear,2021,7,Sports Direct,In-store,1975,991.25,359.313
Men's Athletic Footwear,2021,7,Sports Direct,Online,2334,845.323,318.707
Men's Athletic Footwear,2021,7,Sports Direct,Outlet,398,14.741,6.258
Men's Athletic Footwear,2021,7,Walmart,In-store,750,712.5,178.125
Men's Athletic Footwear,2021,7,Walmart,Online,1653,627.477,222.125
Men's Athletic Footwear,2021,7,Walmart,Outlet,618,33.394,10.684
Men's Athletic Footwear,2021,7,West Gear,In-store,2950,1720.0,620.5
Men's Athletic Footwear,2021,7,West Gear,Online,3336,1444.041,574.535
Men's Athletic Footwear,2021,7,West Gear,Outlet,1053,50.143,21.392
Men's Athletic Footwear,2021,8,Amazon,In-store,425,233.75,105.188
Men's Athletic Footwear,2021,8,Amazon,Online,1633,581.925,208.796
Men's Athletic Footwear,2021,8,Amazon,Outlet,1159,536.672,203.057
Men's Athletic Footwear,2021,8,Foot Locker,In-store,2300,1303.75,456.313
Men's Athletic Footwear,2021,8,Foot Locker,Online,4137,1521.238,573.329
Men's Athletic Footwear,2021,8,Foot Locker,Outlet,1821,728.086,175.628
Men's Athletic Footwear,2021,8,Kohl's,In-store,1000,450.0,143.438
Men's Athletic Footwear,2021,8,Kohl's,Online,1626,683.722,263.719
Men's Athletic Footwear,2021,8,Kohl's,Outlet,208,9.152,4.027
Men's Athletic Footwear,2021,8,Sports Direct,In-store,1975,991.25,359.313
Men's Athletic Footwear,2021,8,Sports Direct,Online,4003,950.574,365.157
Men's Athletic Footwear,2021,8,Sports Direct,Outlet,7932,1913.939,724.213
Men's Athletic Footwear,2021,8,Walmart,In-store,825,701.25,175.313
Men's Athletic Footwear,2021,8,Walmart,Online,1651,650.612,229.795
Men's Athletic Footwear,2021,8,Walmart,Outlet,633,31.878,10.648
Men's Athletic Footwear,2021,8,West Gear,In-store,2900,1628.75,583.563
Men's Athletic Footwear,2021,8,West Gear,Online,2462,1017.587,400.891
Men's Athletic Footwear,2021,8,West Gear,Outlet,831,40.656,17.367
Men's Athletic Footwear,2021,9,Amazon,In-store,325,178.75,80.438
Men's Athletic Footwear,2021,9,Amazon,Online,1438,460.402,165.282
Men's Athletic Footwear,2021,9,Amazon,Outlet,902,414.65,156.723
Men's Athletic Footwear,2021,9,Foot Locker,In-store,1675,713.75,249.813
Men's Athletic Footwear,2021,9,Foot Locker,Online,2570,848.227,1286.574
Men's Athletic Footwear,2021,9,Foot Locker,Outlet,433,15.783,882.778
Men's Athletic Footwear,2021,9,Kohl's,In-store,875,393.75,124.313
Men's Athletic Footwear,2021,9,Kohl's,Online,1444,504.716,196.428
Men's Athletic Footwear,2021,9,Kohl's,Outlet,188,7.332,3.373
Men's Athletic Footwear,2021,9,Sports Direct,In-store,1650,712.5,257.813
Men's Athletic Footwear,2021,9,Sports Direct,Online,4845,1139.579,456.608
Men's Athletic Footwear,2021,9,Sports Direct,Outlet,10225,3634.217,1577.846
Men's Athletic Footwear,2021,9,Walmart,In-store,500,325.0,81.25
Men's Athletic Footwear,2021,9,Walmart,Online,1532,445.719,157.215
Men's Athletic Footwear,2021,9,Walmart,Outlet,993,400.474,82.67
Men's Athletic Footwear,2021,9,West Gear,In-store,2425,947.5,341.0
Men's Athletic Footwear,2021,9,West Gear,Online,1735,432.996,1015.227
Men's Athletic Footwear,2021,9,West Gear,Outlet,619,20.38,8.202
Men's Athletic Footwear,2021,10,Amazon,In-store,300,180.0,81.0
Men's Athletic Footwear,2021,10,Amazon,Online,1467,315.993,2560.126
Men's Athletic Footwear,2021,10,Amazon,Outlet,1412,599.496,210.592
Men's Athletic Footwear,2021,10,Foot Locker,In-store,1625,728.75,255.063
Men's Athletic Footwear,2021,10,Foot Locker,Online,2619,769.654,1021.21
Men's Athletic Footwear,2021,10,Foot Locker,Outlet,1277,375.682,2587.033
Men's Athletic Footwear,2021,10,Kohl's,In-store,850,395.0,124.75
Men's Athletic Footwear,2021,10,Kohl's,Online,1346,387.245,895.2729999999999
Men's Athletic Footwear,2021,10,Kohl's,Outlet,182,6.916,2.974
Men's Athletic Footwear,2021,10,Sports Direct,In-store,1525,705.0,254.625
Men's Athletic Footwear,2021,10,Sports Direct,Online,3749,819.031,325.715
Men's Athletic Footwear,2021,10,Sports Direct,Outlet,5233,1676.823,1612.699
Men's Athletic Footwear,2021,10,Walmart,In-store,575,373.75,93.438
Men's Athletic Footwear,2021,10,Walmart,Online,1458,232.553,986.884
Men's Athletic Footwear,2021,10,Walmart,Outlet,962,321.573,804.157
Men's Athletic Footwear,2021,10,West Gear,In-store,2300,943.75,339.501
Men's Athletic Footwear,2021,10,West Gear,Online,1779,389.207,1872.455
Men's Athletic Footwear,2021,10,West Gear,Outlet,607,16.295,1403.332
Men's Athletic Footwear,2021,11,Amazon,In-store,300,165.0,49.5
Men's Athletic Footwear,2021,11,Amazon,Online,1431,263.771,95.797
Men's Athletic Footwear,2021,11,Amazon,Outlet,1377,696.58,243.803
Men's Athletic Footwear,2021,11,Foot Locker,In-store,2075,887.5,320.0
Men's Athletic Footwear,2021,11,Foot Locker,Online,2911,701.43,3404.525
Men's Athletic Footwear,2021,11,Foot Locker,Outlet,2295,832.367,2256.883
Men's Athletic Footwear,2021,11,Kohl's,In-store,900,437.5,140.188
Men's Athletic Footwear,2021,11,Kohl's,Online,1380,456.461,694.617
Men's Athletic Footwear,2021,11,Kohl's,Outlet,276,8.975999999999999,404.406
Men's Athletic Footwear,2021,11,Sports Direct,In-store,1000,475.0,177.5
Men's Athletic Footwear,2021,11,Sports Direct,Online,3625,1050.929,1344.387
Men's Athletic Footwear,2021,11,Sports Direct,Outlet,634,18.859,879.166
Men's Athletic Footwear,2021,11,Walmart,In-store,700,420.0,105.0
Men's Athletic Footwear,2021,11,Walmart,Online,343,18.858,6.602
Men's Athletic Footwear,2021,11,Walmart,Outlet,831,370.626,75.4
Men's Athletic Footwear,2021,11,West Gear,In-store,2875,1215.0,450.438
Men's Athletic Footwear,2021,11,West Gear,Online,2173,413.333,1817.509
Men's Athletic Footwear,2021,11,West Gear,Outlet,776,23.1,1287.857
Men's Athletic Footwear,2021,12,Amazon,In-store,775,446.25,169.875
Men's Athletic Footwear,2021,12,Amazon,Online,1357,446.447,161.248
Men's Athletic Footwear,2021,12,Amazon,Outlet,1470,695.843,244.286
Men's Athletic Footwear,2021,12,Foot Locker,In-store,2575,1448.75,522.25
Men's Athletic Footwear,2021,12,Foot Locker,Online,4997,1790.22,678.131
Men's Athletic Footwear,2021,12,Foot Locker,Outlet,3051,1048.815,1133.795
Men's Athletic Footwear,2021,12,Kohl's,In-store,1000,490.0,158.0
Men's Athletic Footwear,2021,12,Kohl's,Online,1694,740.396,285.338
Men's Athletic Footwear,2021,12,Kohl's,Outlet,366,17.201999999999998,7.455
Men's Athletic Footwear,2021,12,Sports Direct,In-store,1300,650.0,243.75
Men's Athletic Footwear,2021,12,Sports Direct,Online,3305,1416.188,515.612
Men's Athletic Footwear,2021,12,Sports Direct,Outlet,526,21.315,8.756
Men's Athletic Footwear,2021,12,Walmart,In-store,800,680.0,170.0
Men's Athletic Footwear,2021,12,Walmart,Online,382,30.414,9.944
Men's Athletic Footwear,2021,12,Walmart,Outlet,956,609.08,123.365
Men's Athletic Footwear,2021,12,West Gear,In-store,3000,1621.25,577.438
Men's Athletic Footwear,2021,12,West Gear,Online,2489,1006.054,393.275
Men's Athletic Footwear,2021,12,West Gear,Outlet,806,36.814,15.316
Men's Street Footwear,2020,1,Foot Locker,In-store,2450,1225.0,612.5
Men's Street Footwear,2020,1,Foot Locker,Online,1303,59.974,37.189
Men's Street Footwear,2020,1,Foot Locker,Outlet,3954,1263.736,633.188
Men's Street Footwear,2020,1,West Gear,Online,732,33.092,17.703
Men's Street Footwear,2020,1,West Gear,Outlet,3480,1277.693,528.814
Men's Street Footwear,2020,2,Foot Locker,Online,317,17.118,10.956
Men's Street Footwear,2020,2,Foot Locker,Outlet,1586,748.104,374.374
Men's Street Footwear,2020,2,West Gear,In-store,1850,1145.0,423.5
Men's Street Footwear,2020,2,West Gear,Online,929,53.72,28.099
Men's Street Footwear,2020,2,West Gear,Outlet,2523,918.834,390.609
Men's Street Footwear,2020,3,Foot Locker,Online,957,54.886,33.293
Men's Street Footwear,2020,3,Foot Locker,Outlet,4984,2318.271,1160.201
Men's Street Footwear,2020,3,West Gear,In-store,2750,1255.0,439.25
Men's Street Footwear,2020,3,West Gear,Online,770,33.289,15.934
Men's Street Footwear,2020,3,West Gear,Outlet,561,22.344,8.817
Men's Street Footwear,2020,4,Foot Locker,In-store,1025,461.25,207.563
Men's Street Footwear,2020,4,Foot Locker,Online,256,10.752,6.236
Men's Street Footwear,2020,4,Walmart,Online,659,38.1,23.263
Men's Street Footwear,2020,4,Walmart,Outlet,3161,1501.95,752.883
Men's Street Footwear,2020,4,West Gear,In-store,5420,3309.75,1495.388
Men's Street Footwear,2020,4,West Gear,Online,1439,81.44200000000001,47.502
Men's Street Footwear,2020,5,Sports Direct,In-store,1075,698.75,314.438
Men's Street Footwear,2020,5,Sports Direct,Online,323,20.349,11.395
Men's Street Footwear,2020,5,Walmart,Online,312,19.344,12.38
Men's Street Footwear,2020,5,Walmart,Outlet,1620,800.16,401.29
Men's Street Footwear,2020,5,West Gear,In-store,2850,1630.0,634.0
Men's Street Footwear,2020,5,West Gear,Online,769,40.534,20.805
Men's Street Footwear,2020,6,West Gear,In-store,2975,1785.0,535.5
Men's Street Footwear,2020,6,West Gear,Online,825,46.45,19.916
Men's Street Footwear,2020,7,Sports Direct,Online,701,17.881,8.405000000000001
Men's Street Footwear,2020,7,Sports Direct,Outlet,3456,716.62,251.767
Men's Street Footwear,2020,7,West Gear,In-store,4100,3028.75,908.625
Men's Street Footwear,2020,7,West Gear,Online,1111,76.845,32.056
Men's Street Footwear,2020,8,Foot Locker,In-store,3220,1449.0,652.05
Men's Street Footwear,2020,8,Foot Locker,Online,860,36.717,21.019
Men's Street Footwear,2020,8,Sports Direct,Online,234,6.318,3.033
Men's Street Footwear,2020,8,Sports Direct,Outlet,1206,277.038,97.104
Men's Street Footwear,2020,8,Walmart,Online,1012,35.776,16.916
Men's Street Footwear,2020,8,Walmart,Outlet,4960,1440.11,505.429
Men's Street Footwear,2020,9,Foot Locker,In-store,1050,577.5,259.875
Men's Street Footwear,2020,9,Foot Locker,Online,284,15.052,8.279
Men's Street Footwear,2020,9,Sports Direct,In-store,1000,600.0,270.0
Men's Street Footwear,2020,9,Sports Direct,Online,270,15.12,9.072
Men's Street Footwear,2020,9,Walmart,Online,495,21.78,10.666
Men's Street Footwear,2020,9,Walmart,Outlet,2186,759.644,266.822
Men's Street Footwear,2020,9,West Gear,In-store,2275,1478.75,665.438
Men's Street Footwear,2020,9,West Gear,Online,603,36.18,21.161
Men's Street Footwear,2020,10,Foot Locker,In-store,1395,510.5,178.675
Men's Street Footwear,2020,10,Foot Locker,Online,382,13.167000000000002,6.151
Men's Street Footwear,2020,10,Sports Direct,In-store,975,585.0,263.25
Men's Street Footwear,2020,10,Sports Direct,Online,244,13.664,7.925
Men's Street Footwear,2020,10,Walmart,Online,472,19.82,9.614
Men's Street Footwear,2020,10,Walmart,Outlet,2453,852.336,299.125
Men's Street Footwear,2020,11,Foot Locker,In-store,845,382.5,133.875
Men's Street Footwear,2020,11,Foot Locker,Online,639,28.831,13.643
Men's Street Footwear,2020,11,Foot Locker,Outlet,1500,728.75,255.063
Men's Street Footwear,2020,11,West Gear,Online,662,27.254,12.678
Men's Street Footwear,2020,11,West Gear,Outlet,3275,1090.804,383.057
Men's Street Footwear,2020,12,Foot Locker,Online,426,19.263,9.287
Men's Street Footwear,2020,12,Foot Locker,Outlet,1650,807.5,282.626
Men's Street Footwear,2020,12,Kohl's,Online,119,3.808,2.209
Men's Street Footwear,2020,12,Kohl's,Outlet,475,166.25,74.813
Men's Street Footwear,2020,12,West Gear,Online,480,26.880000000000003,13.057
Men's Street Footwear,2020,12,West Gear,Outlet,2316,1087.72,409.096
Men's Street Footwear,2021,1,Amazon,In-store,1050,498.75,211.313
Men's Street Footwear,2021,1,Amazon,Online,1887,495.56,201.633
Men's Street Footwear,2021,1,Amazon,Outlet,352,12.146999999999998,5.787
Men's Street Footwear,2021,1,Foot Locker,In-store,2800,935.0,337.313
Men's Street Footwear,2021,1,Foot Locker,Online,5181,1140.997,452.884
Men's Street Footwear,2021,1,Foot Locker,Outlet,1897,430.941,139.27700000000002
Men's Street Footwear,2021,1,Kohl's,In-store,1275,486.25,218.188
Men's Street Footwear,2021,1,Kohl's,Online,2472,354.332,134.87
Men's Street Footwear,2021,1,Kohl's,Outlet,3253,1150.846,517.509
Men's Street Footwear,2021,1,Sports Direct,In-store,1700,642.5,265.25
Men's Street Footwear,2021,1,Sports Direct,Online,3735,828.18,327.063
Men's Street Footwear,2021,1,Sports Direct,Outlet,1162,186.51,58.334
Men's Street Footwear,2021,1,West Gear,In-store,3725,1281.25,512.875
Men's Street Footwear,2021,1,West Gear,Online,3180,255.962,110.924
Men's Street Footwear,2021,1,West Gear,Outlet,7386,3035.475,2000.036
Men's Street Footwear,2021,2,Amazon,In-store,1175,558.75,236.438
Men's Street Footwear,2021,2,Amazon,Online,2264,545.876,222.631
Men's Street Footwear,2021,2,Amazon,Outlet,945,328.646,116.325
Men's Street Footwear,2021,2,Foot Locker,In-store,3150,1050.0,378.438
Men's Street Footwear,2021,2,Foot Locker,Online,5633,1243.33,492.382
Men's Street Footwear,2021,2,Foot Locker,Outlet,2134,512.59,164.603
Men's Street Footwear,2021,2,Kohl's,In-store,1375,523.75,234.313
Men's Street Footwear,2021,2,Kohl's,Online,2935,399.43,153.367
Men's Street Footwear,2021,2,Kohl's,Outlet,4451,1610.417,711.904
Men's Street Footwear,2021,2,Sports Direct,In-store,1850,700.0,288.0
Men's Street Footwear,2021,2,Sports Direct,Online,4075,895.434,353.479
Men's Street Footwear,2021,2,Sports Direct,Outlet,1296,227.706,71.243
Men's Street Footwear,2021,2,West Gear,In-store,4175,1431.25,571.0
Men's Street Footwear,2021,2,West Gear,Online,2508,227.101,96.443
Men's Street Footwear,2021,2,West Gear,Outlet,3257,1062.279,322.865
Men's Street Footwear,2021,3,Amazon,In-store,1115,530.25,224.363
Men's Street Footwear,2021,3,Amazon,Online,2137,500.075,204.27
Men's Street Footwear,2021,3,Amazon,Outlet,918,313.557,111.459
Men's Street Footwear,2021,3,Foot Locker,In-store,2555,874.75,312.313
Men's Street Footwear,2021,3,Foot Locker,Online,5106,1179.859,465.563
Men's Street Footwear,2021,3,Foot Locker,Outlet,1401,247.216,65.06
Men's Street Footwear,2021,3,Kohl's,In-store,1315,501.25,224.638
Men's Street Footwear,2021,3,Kohl's,Online,2440,403.374,149.644
Men's Street Footwear,2021,3,Kohl's,Outlet,2916,864.916,361.867
Men's Street Footwear,2021,3,Sports Direct,In-store,1760,665.5,274.35
Men's Street Footwear,2021,3,Sports Direct,Online,3857,691.933,275.192
Men's Street Footwear,2021,3,Sports Direct,Outlet,4522,938.142,332.458
Men's Street Footwear,2021,3,Walmart,Online,826,132.258,53.327
Men's Street Footwear,2021,3,Walmart,Outlet,206,3.09,1.452
Men's Street Footwear,2021,3,West Gear,In-store,4545,1569.5,628.475
Men's Street Footwear,2021,3,West Gear,Online,2001,158.99,69.165
Men's Street Footwear,2021,3,West Gear,Outlet,732,16.302999999999997,7.123
Men's Street Footwear,2021,4,Amazon,In-store,1075,511.25,216.313
Men's Street Footwear,2021,4,Amazon,Online,1959,462.316,188.858
Men's Street Footwear,2021,4,Amazon,Outlet,880,299.961,106.276
Men's Street Footwear,2021,4,Foot Locker,In-store,2475,916.25,326.001
Men's Street Footwear,2021,4,Foot Locker,Online,4059,993.378,397.309
Men's Street Footwear,2021,4,Foot Locker,Outlet,1177,320.519,83.143
Men's Street Footwear,2021,4,Kohl's,In-store,1275,486.25,218.188
Men's Street Footwear,2021,4,Kohl's,Online,2651,492.074,183.175
Men's Street Footwear,2021,4,Kohl's,Outlet,4685,1593.875,639.71
Men's Street Footwear,2021,4,Sports Direct,In-store,1675,633.75,260.875
Men's Street Footwear,2021,4,Sports Direct,Online,3852,728.962,294.585
Men's Street Footwear,2021,4,Sports Direct,Outlet,5475,1483.272,647.307
Men's Street Footwear,2021,4,Walmart,Online,912,162.558,65.755
Men's Street Footwear,2021,4,Walmart,Outlet,925,369.413,111.887
Men's Street Footwear,2021,4,West Gear,In-store,4375,1611.25,641.001
Men's Street Footwear,2021,4,West Gear,Online,2735,310.202,1022.108
Men's Street Footwear,2021,4,West Gear,Outlet,927,24.473,10.682
Men's Street Footwear,2021,5,Amazon,In-store,1165,728.75,308.6
Men's Street Footwear,2021,5,Amazon,Online,2165,663.07,270.761
Men's Street Footwear,2021,5,Amazon,Outlet,943,388.208,137.96900000000002
Men's Street Footwear,2021,5,Foot Locker,In-store,2680,1358.5,472.275
Men's Street Footwear,2021,5,Foot Locker,Online,4825,1472.433,595.196
Men's Street Footwear,2021,5,Foot Locker,Outlet,2934,852.665,298.217
Men's Street Footwear,2021,5,Kohl's,In-store,1340,670.0,296.0
Men's Street Footwear,2021,5,Kohl's,Online,2959,629.533,234.713
Men's Street Footwear,2021,5,Kohl's,Outlet,5897,2199.791,883.241
Men's Street Footwear,2021,5,Sports Direct,In-store,2330,1266.5,504.275
Men's Street Footwear,2021,5,Sports Direct,Online,3077,771.385,318.611
Men's Street Footwear,2021,5,Sports Direct,Outlet,3253,885.574,398.695
Men's Street Footwear,2021,5,Walmart,Online,1006,284.049,114.878
Men's Street Footwear,2021,5,Walmart,Outlet,1004,359.772,109.146
Men's Street Footwear,2021,5,West Gear,In-store,4695,2426.5,952.325
Men's Street Footwear,2021,5,West Gear,Online,3000,452.916,182.742
Men's Street Footwear,2021,5,West Gear,Outlet,948,25.785,10.998
Men's Street Footwear,2021,6,Amazon,In-store,1325,828.75,351.0
Men's Street Footwear,2021,6,Amazon,Online,2220,657.056,268.478
Men's Street Footwear,2021,6,Amazon,Outlet,1061,441.169,156.738
Men's Street Footwear,2021,6,Foot Locker,In-store,3100,1452.5,509.688
Men's Street Footwear,2021,6,Foot Locker,Online,6097,1599.781,656.602
Men's Street Footwear,2021,6,Foot Locker,Outlet,6221,2708.038,1007.085
Men's Street Footwear,2021,6,Kohl's,In-store,1450,725.0,317.5
Men's Street Footwear,2021,6,Kohl's,Online,2025,649.266,233.368
Men's Street Footwear,2021,6,Kohl's,Outlet,224,8.288,3.232
Men's Street Footwear,2021,6,Sports Direct,In-store,2525,1313.75,529.25
Men's Street Footwear,2021,6,Sports Direct,Online,2700,863.411,352.111
Men's Street Footwear,2021,6,Sports Direct,Outlet,605,22.989,9.603
Men's Street Footwear,2021,6,Walmart,Online,1101,290.911,117.775
Men's Street Footwear,2021,6,Walmart,Outlet,1333,556.458,168.135
Men's Street Footwear,2021,6,West Gear,In-store,4525,2088.75,821.188
Men's Street Footwear,2021,6,West Gear,Online,4034,1156.115,455.023
Men's Street Footwear,2021,6,West Gear,Outlet,1129,40.087,17.026
Men's Street Footwear,2021,7,Amazon,In-store,1375,860.0,364.25
Men's Street Footwear,2021,7,Amazon,Online,2480,942.61,384.123
Men's Street Footwear,2021,7,Amazon,Outlet,1108,459.131,163.064
Men's Street Footwear,2021,7,Foot Locker,In-store,3925,2218.75,790.938
Men's Street Footwear,2021,7,Foot Locker,Online,6615,2048.846,844.783
Men's Street Footwear,2021,7,Foot Locker,Outlet,6175,2852.617,1044.981
Men's Street Footwear,2021,7,Kohl's,In-store,1500,750.0,328.125
Men's Street Footwear,2021,7,Kohl's,Online,2226,823.774,295.263
Men's Street Footwear,2021,7,Kohl's,Outlet,248,10.168,3.966
Men's Street Footwear,2021,7,Sports Direct,In-store,2700,1502.5,608.25
Men's Street Footwear,2021,7,Sports Direct,Online,2989,1110.363,451.671
Men's Street Footwear,2021,7,Sports Direct,Outlet,593,22.916,9.594
Men's Street Footwear,2021,7,Walmart,In-store,900,810.0,243.0
Men's Street Footwear,2021,7,Walmart,Online,1269,459.563,185.857
Men's Street Footwear,2021,7,Walmart,Outlet,568,30.765,11.912
Men's Street Footwear,2021,7,West Gear,In-store,4350,2587.5,1002.25
Men's Street Footwear,2021,7,West Gear,Online,4250,1691.884,688.94
Men's Street Footwear,2021,7,West Gear,Outlet,1354,63.27,27.202
Men's Street Footwear,2021,8,Amazon,In-store,650,390.0,175.5
Men's Street Footwear,2021,8,Amazon,Online,2380,909.425,370.053
Men's Street Footwear,2021,8,Amazon,Outlet,1743,880.024,332.462
Men's Street Footwear,2021,8,Foot Locker,In-store,3225,1895.0,664.125
Men's Street Footwear,2021,8,Foot Locker,Online,5095,1830.862,748.75
Men's Street Footwear,2021,8,Foot Locker,Outlet,2131,979.448,296.402
Men's Street Footwear,2021,8,Kohl's,In-store,1450,725.0,317.5
Men's Street Footwear,2021,8,Kohl's,Online,2149,850.829,305.423
Men's Street Footwear,2021,8,Kohl's,Outlet,224,8.96,3.315
Men's Street Footwear,2021,8,Sports Direct,In-store,3100,1697.5,686.75
Men's Street Footwear,2021,8,Sports Direct,Online,4911,1152.812,475.966
Men's Street Footwear,2021,8,Sports Direct,Outlet,9127,1727.188,1416.259
Men's Street Footwear,2021,8,Walmart,In-store,850,807.5,242.25
Men's Street Footwear,2021,8,Walmart,Online,2213,987.121,398.337
Men's Street Footwear,2021,8,Walmart,Outlet,744,37.855,15.474
Men's Street Footwear,2021,8,West Gear,In-store,4050,2371.25,916.313
Men's Street Footwear,2021,8,West Gear,Online,3063,1303.851,531.504
Men's Street Footwear,2021,8,West Gear,Outlet,989,52.405,22.393
Men's Street Footwear,2021,9,Amazon,In-store,525,315.0,141.75
Men's Street Footwear,2021,9,Amazon,Online,2084,731.718,298.182
Men's Street Footwear,2021,9,Amazon,Outlet,1447,716.469,270.628
Men's Street Footwear,2021,9,Foot Locker,In-store,2475,1102.5,388.063
Men's Street Footwear,2021,9,Foot Locker,Online,3340,1090.913,446.435
Men's Street Footwear,2021,9,Foot Locker,Outlet,461,16.647,6.992
Men's Street Footwear,2021,9,Kohl's,In-store,1275,637.5,283.125
Men's Street Footwear,2021,9,Kohl's,Online,1835,618.93,222.282
Men's Street Footwear,2021,9,Kohl's,Outlet,206,7.622,3.201
Men's Street Footwear,2021,9,Sports Direct,In-store,2650,1285.0,515.75
Men's Street Footwear,2021,9,Sports Direct,Online,5504,1289.774,535.7
Men's Street Footwear,2021,9,Sports Direct,Outlet,10299,3071.1,1338.521
Men's Street Footwear,2021,9,Walmart,In-store,500,300.0,90.0
Men's Street Footwear,2021,9,Walmart,Online,2049,723.135,291.269
Men's Street Footwear,2021,9,Walmart,Outlet,1158,381.335,99.307
Men's Street Footwear,2021,9,West Gear,In-store,3450,1412.5,560.5
Men's Street Footwear,2021,9,West Gear,Online,2329,562.842,231.468
Men's Street Footwear,2021,9,West Gear,Outlet,748,22.945,9.816
Men's Street Footwear,2021,10,Amazon,In-store,475,308.75,138.938
Men's Street Footwear,2021,10,Amazon,Online,2383,593.501,243.887
Men's Street Footwear,2021,10,Amazon,Outlet,3017,1313.688,460.771
Men's Street Footwear,2021,10,Foot Locker,In-store,2125,995.0,348.438
Men's Street Footwear,2021,10,Foot Locker,Online,3274,1047.395,432.135
Men's Street Footwear,2021,10,Foot Locker,Outlet,2233,769.221,370.791
Men's Street Footwear,2021,10,Kohl's,In-store,1200,660.0,294.938
Men's Street Footwear,2021,10,Kohl's,Online,1681,453.532,164.009
Men's Street Footwear,2021,10,Kohl's,Outlet,171,5.985,2.214
Men's Street Footwear,2021,10,Sports Direct,In-store,2375,1291.25,520.0
Men's Street Footwear,2021,10,Sports Direct,Online,3998,957.063,396.893
Men's Street Footwear,2021,10,Sports Direct,Outlet,4568,1561.561,674.746
Men's Street Footwear,2021,10,Walmart,In-store,400,200.0,60.0
Men's Street Footwear,2021,10,Walmart,Online,1825,437.08,176.213
Men's Street Footwear,2021,10,Walmart,Outlet,1011,275.674,71.419
Men's Street Footwear,2021,10,West Gear,In-store,2925,1332.5,533.125
Men's Street Footwear,2021,10,West Gear,Online,2001,340.187,141.359
Men's Street Footwear,2021,10,West Gear,Outlet,617,14.835,6.572
