Year,Month,State,City,Product,UnitsSold,Revenue,OperatingProfit
2021,3,Missouri,St. Louis,Women's Street Footwear,445,89.685,31.63
2021,3,Montana,Billings,Men's Apparel,1008,438.373,264.658
2021,3,Montana,Billings,Men's Athletic Footwear,1739,560.968,180.7
2021,3,Montana,Billings,Men's Street Footwear,1781,455.566,192.078
2021,3,Montana,Billings,Women's Apparel,1238,599.598,151.94
2021,3,Montana,Billings,Women's Athletic Footwear,1797,573.86,240.401
2021,3,Montana,Billings,Women's Street Footwear,1238,372.846,153.62
2021,3,New Hampshire,Manchester,Men's Apparel,320,126.3,968.566
2021,3,New Hampshire,Manchester,Men's Athletic Footwear,432,144.049,58.181
2021,3,New Hampshire,Manchester,Men's Street Footwear,923,300.417,121.416
2021,3,New Hampshire,Manchester,Women's Apparel,474,156.939,55.44
2021,3,New Hampshire,Manchester,Women's Athletic Footwear,233,70.657,1271.25
2021,3,New Hampshire,Manchester,Women's Street Footwear,480,126.21,38.311
2021,3,New Jersey,Newark,Men's Apparel,159,57.712,674.875
2021,3,New Jersey,Newark,Men's Athletic Footwear,258,71.856,933.5
2021,3,New Jersey,Newark,Men's Street Footwear,639,177.858,62.758
2021,3,New Jersey,Newark,Women's Apparel,286,80.702,1007.5
2021,3,New Jersey,Newark,Women's Athletic Footwear,97,616.5,318.0
2021,3,New Jersey,Newark,Women's Street Footwear,284,57.666,772.5
2021,3,New Mexico,Albuquerque,Men's Apparel,281,110.088,727.753
2021,3,New Mexico,Albuquerque,Men's Athletic Footwear,648,230.608,93.23
2021,3,New Mexico,Albuquerque,Men's Street Footwear,902,260.37,92.555
2021,3,New Mexico,Albuquerque,Women's Apparel,604,216.914,55.212
2021,3,New Mexico,Albuquerque,Women's Athletic Footwear,446,158.656,56.117
2021,3,New Mexico,Albuquerque,Women's Street Footwear,636,231.28,81.927
2021,3,New York,Albany,Men's Apparel,608,268.033,94.762
2021,3,New York,Albany,Men's Athletic Footwear,715,254.76,89.965
2021,3,New York,Albany,Men's Street Footwear,1122,402.588,182.717
2021,3,New York,Albany,Women's Apparel,736,265.673,133.529
2021,3,New York,Albany,Women's Athletic Footwear,531,174.134,52.695
2021,3,New York,Albany,Women's Street Footwear,736,206.563,52.226
2021,3,North Carolina,Charlotte,Men's Apparel,683,215.846,76.131
2021,3,North Carolina,Charlotte,Men's Athletic Footwear,750,184.35,64.958
2021,3,North Carolina,Charlotte,Men's Street Footwear,1196,283.728,114.573
2021,3,North Carolina,Charlotte,Women's Apparel,794,192.063,96.579
2021,3,North Carolina,Charlotte,Women's Athletic Footwear,599,121.85,49.174
2021,3,North Carolina,Charlotte,Women's Street Footwear,806,128.439,51.788
2021,3,North Dakota,Fargo,Men's Apparel,161,51.296,665.5
2021,3,North Dakota,Fargo,Men's Athletic Footwear,258,61.566,676.0
2021,3,North Dakota,Fargo,Men's Street Footwear,629,152.386,53.801
2021,3,North Dakota,Fargo,Women's Apparel,288,69.264,944.0
2021,3,North Dakota,Fargo,Women's Athletic Footwear,97,568.75,236.625
2021,3,North Dakota,Fargo,Women's Street Footwear,281,46.064,460.5
2021,3,Ohio,Columbus,Men's Apparel,488,154.181,54.549
2021,3,Ohio,Columbus,Men's Athletic Footwear,576,138.402,48.781
2021,3,Ohio,Columbus,Men's Street Footwear,1001,237.237,95.643
2021,3,Ohio,Columbus,Women's Apparel,603,146.084,73.436
2021,3,Ohio,Columbus,Women's Athletic Footwear,423,83.602,33.723
2021,3,Ohio,Columbus,Women's Street Footwear,599,97.48,39.314
2021,3,Oklahoma,Oklahoma City,Men's Apparel,285,64.502,1470.438
2021,3,Oklahoma,Oklahoma City,Men's Athletic Footwear,401,52.557,1163.5
2021,3,Oklahoma,Oklahoma City,Men's Street Footwear,906,119.474,48.235
2021,3,Oklahoma,Oklahoma City,Women's Apparel,432,71.921,1613.5
2021,3,Oklahoma,Oklahoma City,Women's Athletic Footwear,198,1329.0,643.0
2021,3,Oklahoma,Oklahoma City,Women's Street Footwear,438,1328.5,632.0
2021,3,Oregon,Portland,Men's Apparel,156,57.694,1334.0
2021,3,Oregon,Portland,Men's Athletic Footwear,508,170.245,60.318
2021,3,Oregon,Portland,Men's Street Footwear,746,198.868,70.485
2021,3,Oregon,Portland,Women's Apparel,477,157.863,48.05
2021,3,Oregon,Portland,Women's Athletic Footwear,390,131.11,46.361
2021,3,Oregon,Portland,Women's Street Footwear,550,201.844,71.258
2021,3,Rhode Island,Providence,Men's Apparel,120,1738.75,703.125
2021,3,Rhode Island,Providence,Men's Athletic Footwear,239,55.211,1165.375
2021,3,Rhode Island,Providence,Men's Street Footwear,712,163.58,57.901
2021,3,Rhode Island,Providence,Women's Apparel,284,64.332,1543.5
2021,3,Rhode Island,Providence,Women's Athletic Footwear,41,399.5,194.0
2021,3,Rhode Island,Providence,Women's Street Footwear,282,996.923,1074.5
2021,3,South Carolina,Charleston,Men's Apparel,806,288.671,102.0
2021,3,South Carolina,Charleston,Men's Athletic Footwear,910,251.72,89.043
2021,3,South Carolina,Charleston,Men's Street Footwear,1285,365.745,165.722
2021,3,South Carolina,Charleston,Women's Apparel,914,259.798,130.685
2021,3,South Carolina,Charleston,Women's Athletic Footwear,719,176.388,53.383
2021,3,South Carolina,Charleston,Women's Street Footwear,906,185.594,46.964000000000006
2021,3,South Dakota,Sioux Falls,Men's Apparel,156,63.957,750.875
2021,3,South Dakota,Sioux Falls,Men's Athletic Footwear,250,81.85,801.0
2021,3,South Dakota,Sioux Falls,Men's Street Footwear,619,202.836,71.67
2021,3,South Dakota,Sioux Falls,Women's Apparel,284,92.183,37.157
2021,3,South Dakota,Sioux Falls,Women's Athletic Footwear,98,785.25,341.875
2021,3,South Dakota,Sioux Falls,Women's Street Footwear,284,69.093,689.25
2021,3,Tennessee,Knoxville,Men's Apparel,1452,378.259,1964.761
2021,3,Tennessee,Knoxville,Men's Athletic Footwear,3087,678.261,262.474
2021,3,Tennessee,Knoxville,Men's Street Footwear,3128,515.565,199.546
2021,3,Tennessee,Knoxville,Women's Apparel,2227,513.753,266.876
2021,3,Tennessee,Knoxville,Women's Athletic Footwear,1876,389.967,189.496
2021,3,Tennessee,Knoxville,Women's Street Footwear,2282,419.363,161.268
2021,3,Utah,Salt Lake City,Men's Apparel,465,125.37,44.433
2021,3,Utah,Salt Lake City,Men's Athletic Footwear,557,110.166,962.178
2021,3,Utah,Salt Lake City,Men's Street Footwear,1066,210.432,84.894
2021,3,Utah,Salt Lake City,Women's Apparel,640,125.84,63.532
2021,3,Utah,Salt Lake City,Women's Athletic Footwear,398,65.679,1545.0
2021,3,Utah,Salt Lake City,Women's Street Footwear,652,84.256,903.008
2021,3,Vermont,Burlington,Men's Apparel,278,100.663,820.863
2021,3,Vermont,Burlington,Men's Athletic Footwear,400,118.32,53.741
2021,3,Vermont,Burlington,Men's Street Footwear,872,257.973,117.285
2021,3,Vermont,Burlington,Women's Apparel,451,129.814,52.585
2021,3,Vermont,Burlington,Women's Athletic Footwear,202,52.538,1155.5
2021,3,Vermont,Burlington,Women's Street Footwear,437,100.823,777.971
2021,3,Virginia,Richmond,Men's Apparel,163,57.949,1414.0
2021,3,Virginia,Richmond,Men's Athletic Footwear,508,169.755,60.079
2021,3,Virginia,Richmond,Men's Street Footwear,780,200.294,70.901
2021,3,Virginia,Richmond,Women's Apparel,480,157.392,47.89
2021,3,Virginia,Richmond,Women's Athletic Footwear,393,131.084,46.341
2021,3,Virginia,Richmond,Women's Street Footwear,553,202.048,71.621
2021,3,West Virginia,Charleston,Men's Apparel,284,92.183,37.092
2021,3,West Virginia,Charleston,Men's Athletic Footwear,344,84.363,34.006
2021,3,West Virginia,Charleston,Men's Street Footwear,735,175.62,70.756
2021,3,West Virginia,Charleston,Women's Apparel,406,99.849,40.268
2021,3,West Virginia,Charleston,Women's Athletic Footwear,224,44.877,614.5
2021,3,West Virginia,Charleston,Women's Street Footwear,416,66.729,960.0
2021,3,Wisconsin,Milwaukee,Men's Apparel,159,1023.5,619.75
2021,3,Wisconsin,Milwaukee,Men's Athletic Footwear,219,871.0,430.25
2021,3,Wisconsin,Milwaukee,Men's Street Footwear,611,96.679,29.298
2021,3,Wisconsin,Milwaukee,Women's Apparel,288,46.134,630.0
2021,3,Wisconsin,Milwaukee,Women's Athletic Footwear,95,291.25,118.375
2021,3,Wisconsin,Milwaukee,Women's Street Footwear,284,553.5,240.75
2021,3,Wyoming,Cheyenne,Men's Apparel,576,230.922,70.165
2021,3,Wyoming,Cheyenne,Men's Athletic Footwear,656,214.847,65.133
2021,3,Wyoming,Cheyenne,Men's Street Footwear,1066,337.348,169.609
2021,3,Wyoming,Cheyenne,Women's Apparel,715,226.105,57.259
2021,3,Wyoming,Cheyenne,Women's Athletic Footwear,512,143.696,50.737
2021,3,Wyoming,Cheyenne,Women's Street Footwear,699,169.023,59.56
2021,4,Alaska,Anchorage,Men's Apparel,191,92.296,872.5
2021,4,Alaska,Anchorage,Men's Athletic Footwear,286,126.8,44.838
2021,4,Alaska,Anchorage,Men's Street Footwear,656,295.824,104.317
2021,4,Alaska,Anchorage,Women's Apparel,384,154.116,46.811
2021,4,Alaska,Anchorage,Women's Athletic Footwear,194,77.068,783.75
2021,4,Alaska,Anchorage,Women's Street Footwear,286,103.934,26.387
2021,4,Arizona,Phoenix,Men's Apparel,236,86.471,1530.75
2021,4,Arizona,Phoenix,Men's Athletic Footwear,480,173.1,69.85
2021,4,Arizona,Phoenix,Men's Street Footwear,805,263.24,92.968
2021,4,Arizona,Phoenix,Women's Apparel,530,239.237,60.774
2021,4,Arizona,Phoenix,Women's Athletic Footwear,403,131.57,46.723
2021,4,Arizona,Phoenix,Women's Street Footwear,575,202.766,71.836
2021,4,Arkansas,Little Rock,Men's Apparel,398,105.026,896.296
2021,4,Arkansas,Little Rock,Men's Athletic Footwear,483,78.984,1795.25
2021,4,Arkansas,Little Rock,Men's Street Footwear,978,157.878,63.905
2021,4,Arkansas,Little Rock,Women's Apparel,636,126.128,50.923
2021,4,Arkansas,Little Rock,Women's Athletic Footwear,365,47.261,1156.0
2021,4,Arkansas,Little Rock,Women's Street Footwear,471,47.106,1060.0
2021,4,California,Los Angeles,Men's Apparel,3317,1089.474,603.485
2021,4,California,Los Angeles,Men's Athletic Footwear,4494,1468.691,372.616
2021,4,California,Los Angeles,Men's Street Footwear,5476,1627.596,657.975
2021,4,California,Los Angeles,Women's Apparel,5382,2155.615,439.119
2021,4,California,Los Angeles,Women's Athletic Footwear,3808,1110.918,393.448
2021,4,California,Los Angeles,Women's Street Footwear,4428,1455.043,588.447
2021,4,Connecticut,Hartford,Men's Apparel,200,65.59,1246.75
2021,4,Connecticut,Hartford,Men's Athletic Footwear,322,84.124,878.212
2021,4,Connecticut,Hartford,Men's Street Footwear,805,209.74,84.696
2021,4,Connecticut,Hartford,Women's Apparel,438,114.928,40.768
2021,4,Connecticut,Hartford,Women's Athletic Footwear,204,46.032,901.125
2021,4,Connecticut,Hartford,Women's Street Footwear,320,62.904,1177.0
2021,4,Delaware,Wilmington,Men's Apparel,195,77.115,974.5
2021,4,Delaware,Wilmington,Men's Athletic Footwear,286,92.318,32.589
2021,4,Delaware,Wilmington,Men's Street Footwear,656,214.716,75.858
2021,4,Delaware,Wilmington,Women's Apparel,378,122.964,49.601
2021,4,Delaware,Wilmington,Women's Athletic Footwear,194,53.908,739.0
2021,4,Delaware,Wilmington,Women's Street Footwear,284,69.093,903.0
2021,4,Florida,Orlando,Men's Apparel,318,126.242,645.198
2021,4,Florida,Orlando,Men's Athletic Footwear,553,256.823,64.96
2021,4,Florida,Orlando,Men's Street Footwear,859,374.093,113.737
2021,4,Florida,Orlando,Women's Apparel,597,295.539,134.493
2021,4,Florida,Orlando,Women's Athletic Footwear,474,173.058,52.758
2021,4,Florida,Orlando,Women's Street Footwear,652,294.388,89.446
2021,4,Georgia,Atlanta,Men's Apparel,284,101.134,929.011
2021,4,Georgia,Atlanta,Men's Athletic Footwear,524,187.678,75.609
2021,4,Georgia,Atlanta,Men's Street Footwear,846,275.513,111.107
2021,4,Georgia,Atlanta,Women's Apparel,567,257.887,65.652
2021,4,Georgia,Atlanta,Women's Athletic Footwear,440,144.652,58.55
2021,4,Georgia,Atlanta,Women's Street Footwear,582,215.018,76.043
2021,4,Hawaii,Honolulu,Men's Apparel,192,84.684,602.375
2021,4,Hawaii,Honolulu,Men's Athletic Footwear,381,199.941,40.729
2021,4,Hawaii,Honolulu,Men's Street Footwear,630,307.67,77.761
2021,4,Hawaii,Honolulu,Women's Apparel,419,233.704,94.102
2021,4,Hawaii,Honolulu,Women's Athletic Footwear,323,128.504,32.476
2021,4,Hawaii,Honolulu,Women's Street Footwear,441,232.96,58.95
2021,4,Idaho,Boise,Men's Apparel,438,101.155,815.928
2021,4,Idaho,Boise,Men's Athletic Footwear,1060,205.17,72.725
2021,4,Idaho,Boise,Men's Street Footwear,1060,136.93,48.596
2021,4,Idaho,Boise,Women's Apparel,864,172.912,87.164
2021,4,Idaho,Boise,Women's Athletic Footwear,604,118.097,53.564
2021,4,Idaho,Boise,Women's Street Footwear,775,125.14,44.259
2021,4,Indiana,Indianapolis,Men's Apparel,195,100.245,30.458
2021,4,Indiana,Indianapolis,Men's Athletic Footwear,254,51.242,666.0
2021,4,Indiana,Indianapolis,Men's Street Footwear,625,127.875,51.581
2021,4,Indiana,Indianapolis,Women's Apparel,347,140.884,56.861
2021,4,Indiana,Indianapolis,Women's Athletic Footwear,161,709.0,336.75
2021,4,Indiana,Indianapolis,Women's Street Footwear,252,758.0,374.5
2021,4,Iowa,Des Moines,Men's Apparel,159,76.87,38.641
2021,4,Iowa,Des Moines,Men's Athletic Footwear,224,917.0,444.25
2021,4,Iowa,Des Moines,Men's Street Footwear,599,97.48,29.616
2021,4,Iowa,Des Moines,Women's Apparel,313,127.898,51.507
2021,4,Iowa,Des Moines,Women's Athletic Footwear,128,435.0,193.5
2021,4,Iowa,Des Moines,Women's Street Footwear,228,547.5,238.25
2021,4,Kansas,Wichita,Men's Apparel,188,61.482,747.0
2021,4,Kansas,Wichita,Men's Athletic Footwear,258,51.45,713.5
2021,4,Kansas,Wichita,Men's Street Footwear,650,128.6,45.37
2021,4,Kansas,Wichita,Women's Apparel,381,92.349,32.651
2021,4,Kansas,Wichita,Women's Athletic Footwear,160,690.0,307.75
2021,4,Kansas,Wichita,Women's Street Footwear,260,870.0,430.5
2021,4,Kentucky,Louisville,Men's Apparel,160,64.145,827.875
2021,4,Kentucky,Louisville,Men's Athletic Footwear,224,80.759,991.563
2021,4,Kentucky,Louisville,Men's Street Footwear,594,218.629,88.18299999999999
2021,4,Kentucky,Louisville,Women's Apparel,325,102.7,41.35
2021,4,Kentucky,Louisville,Women's Athletic Footwear,129,46.218,627.0
2021,4,Kentucky,Louisville,Women's Street Footwear,224,71.862,29.024
2021,4,Louisiana,New Orleans,Men's Apparel,284,82.93299999999999,1007.737
2021,4,Louisiana,New Orleans,Men's Athletic Footwear,520,187.178,75.56
2021,4,Louisiana,New Orleans,Men's Street Footwear,835,275.7,111.544
2021,4,Louisiana,New Orleans,Women's Apparel,578,220.572,78.163
2021,4,Louisiana,New Orleans,Women's Athletic Footwear,440,115.343,46.636
2021,4,Louisiana,New Orleans,Women's Street Footwear,600,216.51,87.301
2021,4,Maryland,Baltimore,Men's Apparel,65,637.5,283.75
2021,4,Maryland,Baltimore,Men's Athletic Footwear,156,1035.75,481.313
2021,4,Maryland,Baltimore,Men's Street Footwear,553,152.974,61.654
2021,4,Maryland,Baltimore,Women's Apparel,252,71.664,753.0
2021,4,Maryland,Baltimore,Women's Athletic Footwear,63,366.0,170.25
2021,4,Maryland,Baltimore,Women's Street Footwear,158,823.25,398.938
2021,4,Massachusetts,Boston,Men's Apparel,202,65.569,1021.625
2021,4,Massachusetts,Boston,Men's Athletic Footwear,246,63.093,1265.0
2021,4,Massachusetts,Boston,Men's Street Footwear,716,188.618,57.378
2021,4,Massachusetts,Boston,Women's Apparel,452,116.057,35.439
2021,4,Massachusetts,Boston,Women's Athletic Footwear,199,941.87,698.938
2021,4,Massachusetts,Boston,Women's Street Footwear,242,47.311,775.25
2021,4,Michigan,Detroit,Men's Apparel,520,205.4,82.7
2021,4,Michigan,Detroit,Men's Athletic Footwear,536,174.218,70.236
2021,4,Michigan,Detroit,Men's Street Footwear,906,259.542,130.35
2021,4,Michigan,Detroit,Women's Apparel,677,215.624,119.381
2021,4,Michigan,Detroit,Women's Athletic Footwear,484,134.738,47.542
2021,4,Michigan,Detroit,Women's Street Footwear,585,138.645,42.031
2021,4,Mississippi,Jackson,Men's Apparel,504,136.018,48.153
2021,4,Mississippi,Jackson,Men's Athletic Footwear,600,98.577,962.067
2021,4,Mississippi,Jackson,Men's Street Footwear,1067,176.874,71.463
2021,4,Mississippi,Jackson,Women's Apparel,746,149.206,75.082
2021,4,Mississippi,Jackson,Women's Athletic Footwear,471,62.961,1425.0
2021,4,Mississippi,Jackson,Women's Street Footwear,600,59.028,1414.5
2021,4,Missouri,St. Louis,Men's Apparel,290,92.34,32.553
2021,4,Missouri,St. Louis,Men's Athletic Footwear,347,84.444,981.875
2021,4,Missouri,St. Louis,Men's Street Footwear,719,206.002,82.971
2021,4,Missouri,St. Louis,Women's Apparel,455,107.94,54.293
2021,4,Missouri,St. Louis,Women's Athletic Footwear,252,51.196,642.0
2021,4,Missouri,St. Louis,Women's Street Footwear,358,56.494,751.25
2021,4,New Hampshire,Manchester,Men's Apparel,289,110.461,837.859
2021,4,New Hampshire,Manchester,Men's Athletic Footwear,403,131.562,53.19
2021,4,New Hampshire,Manchester,Men's Street Footwear,891,288.563,116.51
2021,4,New Hampshire,Manchester,Women's Apparel,524,170.341,60.182
2021,4,New Hampshire,Manchester,Women's Athletic Footwear,277,82.761,1501.625
2021,4,New Hampshire,Manchester,Women's Street Footwear,403,104.854,738.221
2021,4,New Jersey,Newark,Men's Apparel,127,46.188,536.5
2021,4,New Jersey,Newark,Men's Athletic Footwear,226,62.933,795.438
2021,4,New Jersey,Newark,Men's Street Footwear,608,170.772,60.449000000000005
2021,4,New Jersey,Newark,Women's Apparel,318,89.744,36.212
2021,4,New Jersey,Newark,Women's Athletic Footwear,127,759.0,384.0
2021,4,New Jersey,Newark,Women's Street Footwear,226,44.974,629.5
2021,4,New Mexico,Albuquerque,Men's Apparel,318,126.008,1003.332
2021,4,New Mexico,Albuquerque,Men's Athletic Footwear,557,220.469,89.047
2021,4,New Mexico,Albuquerque,Men's Street Footwear,869,317.119,112.25
2021,4,New Mexico,Albuquerque,Women's Apparel,592,294.715,74.78
2021,4,New Mexico,Albuquerque,Women's Athletic Footwear,483,173.25,61.296
2021,4,New Mexico,Albuquerque,Women's Street Footwear,656,252.54,89.777
2021,4,New York,Albany,Men's Apparel,599,267.45,94.352
2021,4,New York,Albany,Men's Athletic Footwear,672,242.571,85.532
2021,4,New York,Albany,Men's Street Footwear,1073,381.666,172.896
2021,4,New York,Albany,Women's Apparel,756,276.396,139.157
2021,4,New York,Albany,Women's Athletic Footwear,585,184.995,56.048
2021,4,New York,Albany,Women's Street Footwear,677,188.918,47.798
2021,4,North Carolina,Charlotte,Men's Apparel,656,241.752,85.43900000000001
2021,4,North Carolina,Charlotte,Men's Athletic Footwear,730,176.84,62.415
2021,4,North Carolina,Charlotte,Men's Street Footwear,1138,269.601,108.835
2021,4,North Carolina,Charlotte,Women's Apparel,864,242.298,121.814
2021,4,North Carolina,Charlotte,Women's Athletic Footwear,640,128.36,51.814
2021,4,North Carolina,Charlotte,Women's Street Footwear,719,117.88,47.584
2021,4,North Dakota,Fargo,Men's Apparel,130,61.74,856.0
2021,4,North Dakota,Fargo,Men's Athletic Footwear,194,46.232,543.5
2021,4,North Dakota,Fargo,Men's Street Footwear,563,138.164,48.8
2021,4,North Dakota,Fargo,Women's Apparel,293,115.832,46.766
2021,4,North Dakota,Fargo,Women's Athletic Footwear,97,546.75,232.625
2021,4,North Dakota,Fargo,Women's Street Footwear,191,809.0,336.0
2021,4,Ohio,Columbus,Men's Apparel,476,172.992,61.057
2021,4,Ohio,Columbus,Men's Athletic Footwear,536,130.608,46.148
2021,4,Ohio,Columbus,Men's Street Footwear,943,223.604,90.357
2021,4,Ohio,Columbus,Women's Apparel,662,188.408,94.903
2021,4,Ohio,Columbus,Women's Athletic Footwear,452,89.948,36.224
2021,4,Ohio,Columbus,Women's Street Footwear,531,87.014,35.067
2021,4,Oklahoma,Oklahoma City,Men's Apparel,282,73.472,594.507
2021,4,Oklahoma,Oklahoma City,Men's Athletic Footwear,369,59.167,1292.688
2021,4,Oklahoma,Oklahoma City,Men's Street Footwear,861,138.578,56.126
2021,4,Oklahoma,Oklahoma City,Women's Apparel,530,102.574,41.498
2021,4,Oklahoma,Oklahoma City,Women's Athletic Footwear,242,1545.0,744.0
2021,4,Oklahoma,Oklahoma City,Women's Street Footwear,363,1685.75,840.5
2021,4,Oregon,Portland,Men's Apparel,200,65.632,1479.0
2021,4,Oregon,Portland,Men's Athletic Footwear,446,172.914,61.353
2021,4,Oregon,Portland,Men's Street Footwear,765,274.878,97.196
2021,4,Oregon,Portland,Women's Apparel,474,204.366,62.229
2021,4,Oregon,Portland,Women's Athletic Footwear,358,106.213,917.73
2021,4,Oregon,Portland,Women's Street Footwear,524,205.033,72.691
2021,4,Rhode Island,Providence,Men's Apparel,80,1177.5,428.75
2021,4,Rhode Island,Providence,Men's Athletic Footwear,198,964.806,911.313
2021,4,Rhode Island,Providence,Men's Street Footwear,668,155.998,55.355
2021,4,Rhode Island,Providence,Women's Apparel,310,73.21,1572.0
2021,4,Rhode Island,Providence,Women's Athletic Footwear,80,749.0,367.0
2021,4,Rhode Island,Providence,Women's Street Footwear,205,1599.25,757.5
2021,4,South Carolina,Charleston,Men's Apparel,813,321.336,113.793
2021,4,South Carolina,Charleston,Men's Athletic Footwear,857,242.438,85.534
2021,4,South Carolina,Charleston,Men's Street Footwear,1258,350.589,158.886
2021,4,South Carolina,Charleston,Women's Apparel,984,318.151,160.135
2021,4,South Carolina,Charleston,Women's Athletic Footwear,780,184.86,56.09
2021,4,South Carolina,Charleston,Women's Street Footwear,857,173.118,43.848
2021,4,South Dakota,Sioux Falls,Men's Apparel,129,61.624,768.0
2021,4,South Dakota,Sioux Falls,Men's Athletic Footwear,192,61.638,690.0
2021,4,South Dakota,Sioux Falls,Men's Street Footwear,563,184.294,64.975
2021,4,South Dakota,Sioux Falls,Women's Apparel,286,115.428,46.552
2021,4,South Dakota,Sioux Falls,Women's Athletic Footwear,95,706.25,299.875
2021,4,South Dakota,Sioux Falls,Women's Street Footwear,195,46.305,535.5
2021,4,Tennessee,Knoxville,Men's Apparel,3595,1039.762,1191.0790000000002
2021,4,Tennessee,Knoxville,Men's Athletic Footwear,6006,1728.484,756.978
2021,4,Tennessee,Knoxville,Men's Street Footwear,6028,1504.806,661.601
2021,4,Tennessee,Knoxville,Women's Apparel,6055,1830.91,1058.319
2021,4,Tennessee,Knoxville,Women's Athletic Footwear,4156,1114.409,596.505
2021,4,Tennessee,Knoxville,Women's Street Footwear,6174,1696.294,750.961
2021,4,Utah,Salt Lake City,Men's Apparel,437,100.804,858.811
2021,4,Utah,Salt Lake City,Men's Athletic Footwear,530,85.82,850.496
2021,4,Utah,Salt Lake City,Men's Street Footwear,1000,196.267,79.229
2021,4,Utah,Salt Lake City,Women's Apparel,648,105.408,53.027
2021,4,Utah,Salt Lake City,Women's Athletic Footwear,395,52.31,1161.0
2021,4,Utah,Salt Lake City,Women's Street Footwear,530,51.192,1087.063
2021,4,Vermont,Burlington,Men's Apparel,241,86.611,1832.875
2021,4,Vermont,Burlington,Men's Athletic Footwear,349,106.038,48.079
2021,4,Vermont,Burlington,Men's Street Footwear,830,246.907,112.08
2021,4,Vermont,Burlington,Women's Apparel,480,142.2,57.446
2021,4,Vermont,Burlington,Women's Athletic Footwear,244,63.084,1413.0
2021,4,Vermont,Burlington,Women's Street Footwear,364,82.68,805.603
2021,4,Virginia,Richmond,Men's Apparel,200,65.815,1572.0
2021,4,Virginia,Richmond,Men's Athletic Footwear,429,172.811,61.237
2021,4,Virginia,Richmond,Men's Street Footwear,746,273.284,96.6
2021,4,Virginia,Richmond,Women's Apparel,468,204.222,62.219
2021,4,Virginia,Richmond,Women's Athletic Footwear,349,105.778,950.543
2021,4,Virginia,Richmond,Women's Street Footwear,524,204.519,72.353
2021,4,West Virginia,Charleston,Men's Apparel,256,133.36,53.848
2021,4,West Virginia,Charleston,Men's Athletic Footwear,325,77.1,31.155
2021,4,West Virginia,Charleston,Men's Street Footwear,693,168.861,67.969
2021,4,West Virginia,Charleston,Women's Apparel,419,166.918,67.253
2021,4,West Virginia,Charleston,Women's Athletic Footwear,222,44.925,628.5
2021,4,West Virginia,Charleston,Women's Street Footwear,318,51.292,718.0
2021,4,Wisconsin,Milwaukee,Men's Apparel,126,61.43,917.0
2021,4,Wisconsin,Milwaukee,Men's Athletic Footwear,189,810.0,369.5
2021,4,Wisconsin,Milwaukee,Men's Street Footwear,572,92.196,927.0
2021,4,Wisconsin,Milwaukee,Women's Apparel,286,115.489,46.644
2021,4,Wisconsin,Milwaukee,Women's Athletic Footwear,97,341.25,138.375
2021,4,Wisconsin,Milwaukee,Women's Street Footwear,191,384.0,163.5
2021,4,Wyoming,Cheyenne,Men's Apparel,531,217.482,65.842
2021,4,Wyoming,Cheyenne,Men's Athletic Footwear,640,205.46,62.457
2021,4,Wyoming,Cheyenne,Men's Street Footwear,1008,328.112,165.029
2021,4,Wyoming,Cheyenne,Women's Apparel,699,225.364,56.877
2021,4,Wyoming,Cheyenne,Women's Athletic Footwear,544,152.677,53.909000000000006
2021,4,Wyoming,Cheyenne,Women's Street Footwear,645,154.06,54.368
2021,5,Alaska,Anchorage,Men's Apparel,344,183.028,46.314
2021,5,Alaska,Anchorage,Men's Athletic Footwear,347,169.032,59.564
2021,5,Alaska,Anchorage,Men's Street Footwear,730,379.94,134.395
2021,5,Alaska,Anchorage,Women's Apparel,500,286.7,86.747
2021,5,Alaska,Anchorage,Women's Athletic Footwear,313,140.713,35.596000000000004
2021,5,Alaska,Anchorage,Women's Street Footwear,384,169.452,43.031
2021,5,Arizona,Phoenix,Men's Apparel,320,115.376,832.213
2021,5,Arizona,Phoenix,Men's Athletic Footwear,604,216.415,87.488
2021,5,Arizona,Phoenix,Men's Street Footwear,856,276.401,97.779
2021,5,Arizona,Phoenix,Women's Apparel,597,275.344,69.789
2021,5,Arizona,Phoenix,Women's Athletic Footwear,483,158.037,56.047
2021,5,Arizona,Phoenix,Women's Street Footwear,652,231.412,81.877
2021,5,Arkansas,Little Rock,Men's Apparel,521,153.372,54.251000000000005
2021,5,Arkansas,Little Rock,Men's Athletic Footwear,604,157.542,56.011
2021,5,Arkansas,Little Rock,Men's Street Footwear,1079,280.987,113.739
2021,5,Arkansas,Little Rock,Women's Apparel,681,200.919,81.435
2021,5,Arkansas,Little Rock,Women's Athletic Footwear,468,109.812,44.421
2021,5,Arkansas,Little Rock,Women's Street Footwear,560,128.807,52.116
2021,5,California,Los Angeles,Men's Apparel,5057,1984.835,1100.342
2021,5,California,Los Angeles,Men's Athletic Footwear,6727,2438.619,619.559
2021,5,California,Los Angeles,Men's Street Footwear,7604,2471.552,999.051
2021,5,California,Los Angeles,Women's Apparel,5460,2333.853,476.511
2021,5,California,Los Angeles,Women's Athletic Footwear,5282,1730.796,613.252
2021,5,California,Los Angeles,Women's Street Footwear,5495,1808.965,730.415
2021,5,Connecticut,Hartford,Men's Apparel,403,144.071,43.865
2021,5,Connecticut,Hartford,Men's Athletic Footwear,406,131.409,53.135
2021,5,Connecticut,Hartford,Men's Street Footwear,878,315.058,127.173
